203,10.3,4.3
204,6.1,6.4
205,7.5,3.4
206,9.3,5.3
207,0.2,8.4
208,7.2,5.4
209,5.8,5.1
210,2.3,5.8
211,0.6,5.5
212,7.0,4.9
213,9.7,1.6
214,8.6,6.8
215,0.7,4.0
216,2.7,1.0
217,3.6,9.4
218,7.6,1.6
219,9.3,6.6
220,8.0,3.8
221,9.3,4.8
222,8.2,5.3
223,1.4,0.7
224,1.0,2.3
225,1.9,5.5
226,7.6,5.9
227,4.7,7.1
228,3.4,5.1
229,8.2,4.5
230,2.1,9.7
231,7.8,4.1
232,4.1,5.8
233,6.5,2.6
234,0.2,2.4
235,8.5,1.7
236,5.1,2.3
237,2.4,2.0
238,4.5,2.0
239,0.5,1.4
240,2.0,5.4
241,0.8,0.4
242,4.9,4.5
243,7.7,0.7
244,4.5,4.4
245,0.5,10.4
246,2.5,1.2
247,5.2,1.9
248,6.8,3.9
249,1.5,0.8
250,7.9,3.1
251,8.6,5.1
252,10.1,3.4
253,2.8,3.0
254,8.8,6.9
255,3.9,1.2
256,6.5,0.2
257,0.5,1.2
258,2.0,0.6
259,0.8,7.1
260,9.7,2.3
261,10.5,5.3
262,10.2,0.6
263,3.4,6.6
264,10.2,1.1
265,3.3,9.2
266,1.4,4.3
267,3.7,7.4
268,10.0,2.1
269,9.1,6.1
270,10.0,4.0
271,4.6,2.6
272,8.5,5.3
273,3.1,2.0
274,7.8,6.6
275,7.7,4.3
276,5.4,1.8
277,7.7,0.4
278,5.1,8.2
279,7.4,1.2
280,2.7,9.1
281,9.4,5.0
282,3.7,4.1
283,1.0,4.4
284,10.3,1.3
285,6.2,1.4
286,1.1,7.1
287,2.8,0.7
288,1.8,7.0
289,6.4,0.3
290,2.6,10.5
291,2.5,6.2
292,4.6,8.5
293,5.9,2.2
294,2.1,1.0
295,9.0,1.4
296,0.5,10.4
297,2.3,9.7
298,1.1,5.1
299,2.6,9.0
300,6.7,7.0
301,3.9,6.6
302,4.9,1.4
303,9.1,6.5
304,8.8,2.4
305,5.9,5.1
306,7.9,1.0
307,3.9,5.3
308,1.0,6.1
309,8.0,4.7
310,7.1,6.6
311,2.5,3.9
312,10.8,3.8
313,4.8,1.1
314,2.5,2.0
315,5.9,4.6
316,10.3,5.3
317,8.4,4.5
318,3.3,10.1
319,2.2,1.2
320,7.9,3.3
321,5.7,7.0
322,0.6,8.1
323,3.1,4.8
324,3.9,8.1
325,8.1,3.2
326,1.3,3.4
327,4.6,1.0
328,1.8,8.3
329,4.1,1.9
330,3.5,5.1
331,5.8,5.9
332,4.0,9.2
333,3.2,5.1
334,3.4,2.8
335,8.8,0.3
336,1.6,5.8
337,5.9,2.0
338,0.7,2.4
339,8.4,5.1
340,10.6,0.6
341,2.2,0.3
342,4.8,3.8
343,0.7,6.0
344,1.2,3.5
345,2.8,8.7
346,4.6,3.0
347,0.7,4.8
348,2.8,1.6
349,6.0,3.2
